Rating,Name,Street,City,State,Zip Code,Full Address,Latitude,Longitude,Telephone,img_lnk,Description,Tags_Concatenated,Price Range,Editor's Pick
3,Henry's Pub,614 5th Avenue,San Diego,CA,92101,"614 5th Avenue San Diego,CA 92101",32.71193,-117.160326,(619) 238-2389,https://tableagent.s3.amazonaws.com/media/xr/97_175.jpg,,$$,$$,No
2.5,Sushi Bar Nippon,532 4th Avenue,San Diego,CA,92101,"532 4th Avenue San Diego,CA 92101",32.710875,-117.161322,(619) 544-9779,https://tableagent.s3.amazonaws.com/media/xr/144_202.jpg,,$$,$$,No
3,Soleil @k,660 K Street,San Diego,CA,92101,"660 K Street San Diego,CA 92101",32.7086154,-117.158506,(619) 446-6088,https://tableagent.s3.amazonaws.com/media/xr/1470_1661.jpg,,$$,$$,No
3,Taka Sushi,555 5th Avenue,San Diego,CA,92101,"555 5th Avenue San Diego,CA 92101",32.7111442,-117.1598237,(619) 338-0555,https://tableagent.s3.amazonaws.com/media/xr/146_204.jpg,,$$,$$,No
3,Candelas,416 3rd Avenue,San Diego,CA,92101,"416 3rd Avenue San Diego,CA 92101",32.7096513,-117.1621008,(619) 702-4455,https://tableagent.s3.amazonaws.com/media/xr/154_2832.jpg,,$$$;Special Offer,$$$,No
3,Sadaf Restaurant,828 Fifth Ave,San Diego,CA,92101,"828 Fifth Ave San Diego,CA 92101",32.7140183,-117.1604589,(619) 338-0008,https://tableagent.s3.amazonaws.com/media/xr/161_218.jpg,,$$,$$,No
4.5,Roma Mia,825 4th Ave,San Diego,CA,92101,"825 4th Ave San Diego,CA 92101",32.7139138,-117.1607823,(619) 433-2647,,"About Alessandro Massi Mr. Massi, who will serve as the restaurant’s Executive Chef, brings nearly ten years of professional culinary experience to Roma Mia, all gained in his native Italy where he worked in many high-end establishments throughout the course of his career. In 2012, he attended the Italian Chef Academy and began his culinary journey that led him to serve as the Sous Chef at several notable Italian restaurants, including Tazio at the Boscolo Hotel in Rome. In addition to his degree from the Italian Chef Academy, Mr. Massi holds a degree in Business and Management. He is fluent …",$$$;New,$$$,No
3,RA Sushi,474 Broadway,San Diego,CA,92101,"474 Broadway San Diego,CA 92101",32.7158524,-117.1604747,(619) 321-0021,,"Situated on Broadway Street directly across from Horton Plaza is RA Sushi, a trendy, upbeat sushi bar with some of the most innovative and fresh sushi San Diego has to offer. The restaurant sits at the center of downtown’s hustle and bustle and is constantly buzzing with business. They even have a late night bar menu that serves up a variety of cocktails, wines, nibbles, and spirits. RA’s décor is entirely black and red and has the latest music pumping through their speakers. This restaurant presents guests with an abundance of creative specialty and regular rolls nightly that are nothing …",$$,$$,No
3,Searsucker - Downtown,611 5th Avenue,San Diego,CA,92101,"611 5th Avenue San Diego,CA 92101",32.7117232,-117.1598845,(619) 233-7327,,,$$$,$$$,No
3,JSix,616 J Street,San Diego,CA,92101,"616 J Street San Diego,CA 92101",32.7096157,-117.158929,(619) 531-8744,,,$$,$$,No
2.5,Chopahn,750 6th Avenue,San Diego,CA,92101,"750 6th Avenue San Diego,CA 92101",32.7133395,-117.159419,(858) 200-0208,,,$$,$$,No
3,Gaslamp Tavern,868 5th Ave,San Diego,CA,92101,"868 5th Ave San Diego,CA 92101",32.7144773,-117.1604371,(619) 239-3339,,,$$,$$,No
3,Sevilla Nightclub,557 5th Avenue,San Diego,CA,92101,"557 5th Avenue San Diego,CA 92101",32.7112406,-117.1598511,(619) 233-5979,https://tableagent.s3.amazonaws.com/media/xr/2188_4625.jpg,"Sevilla is one of the hottest salsa clubs in San Diego. Drawing on Latin and Spanish influences the venue attracts large numbers who really want to live up the nightlife in style. With a strict dress code, popular DJs, and private VIP lounges, one can be sure they are going to be able to walk out and say they had a great time. With extremely chic decorations and a full tapas menu with tons of different appetizers to go with the drinks from all cultures-- not just Spanish ones—there is a wealth of attraction for anyone of the proper age …",$$,$$,No
4,Donovan's Prime Seafood,333 5th Avenue,San Diego,CA,92101,"333 5th Avenue San Diego,CA 92101",32.7087292,-117.1599108,(619) 906-4850,https://tableagent.s3.amazonaws.com/media/xr/2445_5937.jpg,"Donovan’s Prime Seafood upholds the same high standards of service and cuisine as its Steak and Chophouse counterpoints. As the latest addition to the Donovan’s family of restaurants, Donovan’s Prime Seafood specializes in serving the freshest sustainable seafood and shellfish on the market. The restaurant couples its commitment to sustainably sourced seafood with its promise to use local produce and ingredients. What results from such thoughtful practices is a distinguished and flavorful menu served up in an equally sophisticated and charming dining space. Classic in design, the Donovan’s Prime Seafood dining room suites its downtown location and urban vibe brilliantly. …",$$$;Recommended;New;Special Offer,$$$,No
3,Red Pearl Kitchen,"440 J Street, Suite 108",San Diego,CA,92101,"440 J Street, Suite 108 San Diego,CA 92101",32.7095457,-117.1606564,(619) 231-1100,https://tableagent.s3.amazonaws.com/media/xr/2068_4284.jpg,"This restaurant is no longer open! - Red Pearl Kitchen is serving up Pan-Asian cuisine set to a striking décor that includes a black-pebbled floor, vibrant red and gold walls, and a “Chef’s Table” located right in middle of the bustling kitchen! Located in the bustling Gaslamp District of downtown and boasting a delicious spread that includes entrees such as the Chili-Caramel Prawns with Long Beans and Shaking Kobe Beef with Papaya and Mint. Owners Tim and Liza Goodell have pulled out all of the stops to make their second location just as memorable as the original Huntington Beach hotspot.",$$;Special Offer,$$,No
3.5,Urban Bar and Grill,827 5th Avenue,San Diego,CA,92101,"827 5th Avenue San Diego,CA 92101",32.7140708,-117.1598747,(619) 235-8700,https://tableagent.s3.amazonaws.com/media/xr/1776_2939.jpg,"There is a surplus when it comes to the average run of the mill “Bar and Grill” in San Diego. Fortunately, if you’re looking for one that will satiate your craving for some good ol’ American comfort food while still receiving fine dining service, then Urban Bar and Grill is right up your alley. Outside, the patio seating area is filled with content Happy Hour goers imbibing as they dive into their starters. This seating is ideal for out-of-towners and locals alike who wish to be at the center of the stimulating streets of the Gaslamp Quarter. Inside, flat screens …",$$;Recommended;New;Special Offer;Gift Certificates;Outdoor Seating,$$,No
3,Georges on Fifth,835 5th Avenue,San Diego,CA,92101,"835 5th Avenue San Diego,CA 92101",32.7142173,-117.1598757,(619) 702-0444,https://tableagent.s3.amazonaws.com/media/xr/163_536.jpg,"THIS RESTAURANT IS NO LONGER OPEN FOR BUSINESS. - Georges on Fifth offers two things not common in the San Diego restaurant scene: dining in the company of San Diego’s elite and a twelve-ounce Prime Filet Mignon of Certified Angus Beef ®. The first takes the form of a vibrant mural of accomplished San Diegans which adorns the restaurant’s two-story walls; the latter is one of the most exceptional cuts of meat in the city. Georges’ menu, with culinary highlights that include USDA Prime steak, day boat scallops, and the highest grade sushi, prioritizes quality ingredients highlighted by beautiful presentation. …",$$$;Recommended;Special Offer,$$$,No
3,Aqua Blu,734 5th Avenue,San Diego,CA,92101,"734 5th Avenue San Diego,CA 92101",32.7130363,-117.1604245,,https://tableagent.s3.amazonaws.com/media/xr/133_4568.jpg,"As cool and bright as the food it serves, Aqua Blu offers diners a refreshing taste of local and imported seafood. Located in the heart of Downtown San Diego, conspicuous under a large turquoise awning, Aqua Blu is a welcome oasis in the center of the ordinary. Relying on the experience of Chef Christopher Powell, they are serving up a paramount selection of Pan Asian Inspired dishes such as traditional Roasted Sea Bass, and the more adventurous Squid Ink and Wasabi Ravioli. With such an enthusiastic chef at the helm it is no surprise that the menu features some of …",$$$;Editor's Pick;Special Offer,$$$,Yes
3.5,Croce's,802 5th Avenue,San Diego,CA,92101,"802 5th Avenue San Diego,CA 92101",32.713823,-117.1603575,(619) 233-4355,https://tableagent.s3.amazonaws.com/media/xr/110_1779.jpg,"Croce’s Restaurant & Jazz Bar is full of contrasts that meld and combine for a gratifying result, from the sweet and savory blends throughout the menu to the elegant dining room flanked by the cozy jazz bar. Here, Ingrid Croce’s vision of creating a space to celebrate her late husband Jim Croce’s memory has been fully realized since the restaurant was opened in 1985. She has managed to combine her passions of food and music, while lending her warmth and generous spirit, to offer a sensory experience for patrons focusing on delectable dishes and a harmony of flavor and sound. …",$$$;Special Offer,$$$,No
3.5,La Fiesta,628 5th Avenue,San Diego,CA,92101,"628 5th Avenue San Diego,CA 92101",32.7119777,-117.1602902,(619) 232-4242,https://tableagent.s3.amazonaws.com/media/xr/8_4546.jpg,"La Fiesta is a Mexican restaurant located in the heart of the Gaslamp. Just a few blocks away from the MTS trolley station it is an easy commute, and well worth the trip. Patrons can find themselves in a relaxed setting that is acceptable for all ages. The decoration involves both an elegant dining setting and a more casual area that includes a full bar. The margaritas are big hits so it is a great place to come for a drink after work with. All the food is served fresh and original as Chef Raul Degadillo puts a San Diego …",$$;Recommended;Special Offer;Private Room;Gift Certificates;Outdoor Seating,$$,No
3,Marketplace Grille,750 5th Avenue,San Diego,CA,92101,"750 5th Avenue San Diego,CA 92101",32.7132641,-117.160367,(619) 237-6186,https://tableagent.s3.amazonaws.com/media/xr/190_235.jpg,This restaurant is no longer open.,$$,$$,No
3,Trattoria La Strada,702 5th Avenue,San Diego,CA,92101,"702 5th Avenue San Diego,CA 92101",32.7127377,-117.160436,(619) 239-3400,https://tableagent.s3.amazonaws.com/media/xr/9_576.jpg,,$$$;Editor's Pick,$$$,Yes
