EmployeeID,Age,Gender,Department,Position,AnnualSalary,JobSatisfaction,EngagementScore,PerformanceRating,AbsenteeismRate,PromotionInLastYear,ParticipationInTrainingSessions,Tenure
EID0327,64,Male,Finance,Team Leader,144178.89,1,0.49,3,17.16,0,0,30
EID0328,50,Female,IT,Manager,130619.02,2,0.35,3,9.48,1,8,12
EID0329,22,Female,Operations,Clerk,126610.84,1,0.91,2,0.08,1,0,3
EID0330,36,Other,Finance,Analyst,128758.06,2,0.57,3,0.22,1,6,0
EID0331,21,Female,Sales,Team Leader,141925.26,4,0.76,3,8.33,0,5,3
EID0332,52,Other,Marketing,Senior Analyst,95310.48,4,0.81,2,3.1,1,6,28
EID0333,34,Male,Sales,Senior Analyst,54033.84,4,0.34,2,13.29,1,2,1
EID0334,61,Female,HR,Analyst,104014.03,1,0.43,5,14.18,1,2,6
EID0335,45,Other,IT,Team Leader,119145.78,5,0.85,4,3.56,1,0,5
EID0336,47,Male,Operations,Manager,118550.09,2,0.36,1,17.77,0,3,4
EID0337,46,Female,Finance,Manager,92573.88,4,0.79,1,8.84,1,1,28
EID0338,63,Male,Finance,Clerk,38215.05,2,0.94,3,2.86,1,9,3
EID0339,23,Female,IT,Clerk,74533.55,1,0.62,5,15.29,1,7,1
EID0340,52,Male,Operations,Manager,140491.99,5,0.74,3,15.8,1,2,21
EID0341,58,Male,IT,Senior Analyst,100133.87,1,0.81,1,12.79,0,6,4
EID0342,54,Other,HR,Senior Analyst,94599.83,2,0.85,2,17.07,1,6,22
EID0343,41,Male,Sales,Clerk,62262.42,5,0.4,4,14.75,1,8,21
EID0344,46,Female,Finance,Analyst,74213.87,5,0.05,5,17.64,1,5,27
EID0345,63,Female,HR,Manager,137441.53,1,0.4,2,8.68,1,0,14
EID0346,48,Other,Sales,Clerk,109975.57,4,0.67,4,14.95,1,7,30
EID0347,52,Female,HR,Clerk,124486.44,2,0.45,5,20,1,0,8
EID0348,50,Female,Operations,Manager,84521.45,3,0.75,5,14.5,0,2,24
EID0349,38,Female,Finance,Manager,105629.67,3,0.36,1,2.28,1,4,16
EID0350,49,Male,IT,Senior Analyst,59806.03,1,0.63,2,10.37,0,7,20
EID0351,40,Male,IT,Analyst,114655.3,2,0.19,5,11.75,0,8,8
EID0352,50,Female,Sales,Analyst,81312.16,2,0.75,5,3.48,1,6,21
EID0353,20,Other,Marketing,Manager,83105.46,1,0.55,4,19.26,0,8,2
EID0354,35,Male,Operations,Team Leader,107918.68,2,0.2,1,3.51,1,2,16
EID0355,42,Other,Sales,Clerk,142353.67,4,0.29,3,3.55,0,4,3
EID0356,59,Female,Marketing,Clerk,37680.76,1,0.75,1,18.3,1,9,28
EID0357,48,Female,HR,Manager,128969.19,4,0.48,3,9.3,0,7,14
EID0358,20,Male,Operations,Team Leader,65085.97,2,0.22,2,1.26,0,0,0
EID0359,57,Female,HR,Senior Analyst,83270.33,1,0.97,2,11.96,1,7,29
EID0360,63,Male,Finance,Manager,32629.6,2,0.72,5,12.04,0,6,28
EID0361,41,Female,Operations,Manager,66125.53,1,0.96,2,1.29,0,0,19
EID0362,49,Female,Marketing,Clerk,90315.75,2,0.43,5,19.45,0,9,0
EID0363,64,Male,Finance,Manager,36741.13,4,0.48,1,10.88,0,9,40
EID0364,39,Male,IT,Manager,88931.49,4,0.9,2,11.2,0,5,11
EID0365,40,Male,Marketing,Manager,141253.28,2,0.53,1,10.4,1,0,3
EID0366,19,Female,Sales,Clerk,42647.19,1,0.71,1,12.21,0,1,1
EID0367,44,Female,IT,Senior Analyst,121732.89,3,0.25,2,5.29,0,4,21
EID0368,59,Other,IT,Senior Analyst,79160.53,4,0.45,1,5.74,1,1,12
EID0369,19,Male,Sales,Manager,108620.85,4,0.12,2,10.23,1,9,0
EID0370,43,Female,Operations,Clerk,61228.39,3,0.21,2,16.13,1,0,7
EID0371,34,Female,IT,Senior Analyst,49139.07,2,0,2,1,0,5,12
EID0372,57,Male,Marketing,Senior Analyst,49255.51,1,0.04,3,12.07,0,7,8
EID0373,50,Other,Finance,Senior Analyst,38459.03,2,0.98,1,16.14,0,7,24
EID0374,26,Male,IT,Clerk,52277.6,5,0.24,4,3.14,0,7,7
EID0375,60,Other,Marketing,Clerk,109706.33,4,0.66,2,0.3,1,5,15
EID0376,56,Female,HR,Manager,135802.87,5,0.84,1,6.25,1,2,9
EID0377,46,Other,Marketing,Analyst,127695.08,4,0.55,5,11.76,0,0,10
EID0378,59,Female,Finance,Senior Analyst,112216.12,4,0.15,2,2.77,0,1,30
EID0379,43,Male,Marketing,Analyst,43251.82,5,0.73,2,8.52,0,4,11
EID0380,52,Male,Sales,Clerk,64702.49,5,0.6,4,11.05,0,9,30
EID0381,42,Male,Finance,Clerk,67176.83,2,0.73,3,11.98,1,4,13
EID0382,41,Other,Operations,Clerk,59994.83,5,0.77,3,5.49,1,9,18
EID0383,30,Female,HR,Analyst,91800.68,2,0.98,2,8,0,0,11
EID0384,24,Male,Sales,Clerk,94266.46,2,0.57,1,15.57,1,0,1
EID0385,53,Male,Operations,Manager,72826.32,2,0.34,5,18.82,0,8,16
EID0386,62,Female,Marketing,Clerk,72454.7,4,0.65,5,17.24,0,1,34
EID0387,37,Male,Finance,Team Leader,129426.67,4,0.07,1,11.29,1,6,0
EID0388,18,Female,HR,Analyst,124715.14,5,0.9,2,8.21,0,9,0
EID0389,25,Female,Sales,Team Leader,66935.5,4,0.12,5,6.66,1,3,4
EID0390,63,Female,Operations,Clerk,139654.61,5,0.33,3,2.5,0,6,3
EID0391,33,Female,Operations,Manager,144337.8,4,0.82,1,2.13,1,7,6
EID0392,31,Female,HR,Senior Analyst,69209.11,1,0.6,4,13.77,0,4,11
EID0393,29,Other,Marketing,Clerk,72530.99,1,0.39,2,5.2,1,0,11
EID0394,40,Male,HR,Manager,90676.1,5,0.47,1,5.09,0,3,20
EID0395,32,Other,Operations,Analyst,142934.5,4,0.85,5,19.96,0,9,4
EID0396,45,Male,IT,Team Leader,135158.33,4,0.34,2,3.76,1,2,12
EID0397,51,Other,Sales,Team Leader,42308.16,2,0.87,3,2.96,0,9,16
EID0398,19,Female,HR,Team Leader,77127.69,3,0.09,2,1.97,1,4,1
EID0399,49,Male,Operations,Analyst,96404.54,5,0.78,2,11.6,1,9,12
EID0400,40,Male,Marketing,Manager,90375.9,3,0.85,3,12.56,0,9,19
EID0401,39,Other,Operations,Analyst,53263.57,3,0.18,3,7.3,0,5,4
EID0402,42,Other,Marketing,Team Leader,133058.01,5,0.43,2,10.71,0,1,17
EID0403,39,Male,HR,Clerk,111232.89,4,0.17,3,15.77,0,6,14
EID0404,39,Other,Marketing,Senior Analyst,130549,5,0.71,1,16.36,1,2,11
EID0405,59,Other,Finance,Analyst,133051.71,3,0.54,3,19.16,0,0,14
EID0406,23,Other,Finance,Analyst,119802.7,4,0.64,3,16.49,0,9,1
EID0407,32,Female,Finance,Manager,82705.27,1,0.2,2,11.3,0,2,5
EID0408,60,Female,IT,Manager,103265.61,5,0.21,1,3.59,1,8,16
EID0409,54,Other,HR,Analyst,49243.85,5,0.04,4,2,0,9,19
EID0410,50,Other,Operations,Team Leader,110837.45,4,0.32,4,1.09,1,5,8
EID0411,25,Female,Operations,Senior Analyst,51510.39,1,0.56,5,13.33,0,5,2
EID0412,61,Female,IT,Manager,113273.95,1,0.86,3,16.15,1,3,4
EID0413,61,Male,Marketing,Team Leader,57551.78,4,0.67,3,10.17,0,7,22
EID0414,22,Male,IT,Clerk,44106.16,2,0.44,1,1.09,0,4,0
EID0415,56,Female,Marketing,Manager,49834.14,5,0.95,4,10.71,1,6,37
EID0416,21,Other,Marketing,Team Leader,30239.06,5,0.72,5,18.71,0,8,3
EID0417,23,Other,Sales,Team Leader,116248.75,3,0.93,1,11.95,0,4,5
EID0418,62,Other,Operations,Senior Analyst,117888.13,4,0.53,3,16.19,0,4,16
EID0419,49,Other,Finance,Senior Analyst,91792,3,0.26,4,16,1,3,24
EID0420,47,Male,Marketing,Clerk,49363.54,3,0.05,5,18.64,0,5,18
EID0421,64,Female,Sales,Team Leader,40026.52,1,0.73,2,15.4,1,1,32
EID0422,52,Other,Operations,Team Leader,32295.48,5,0.12,4,14.95,1,2,0
EID0423,57,Male,Finance,Senior Analyst,49889.78,3,0.3,5,4.68,1,0,12
EID0424,33,Other,Marketing,Manager,136902.66,1,0.53,1,1.2,0,1,13
EID0425,30,Female,Marketing,Manager,58984.42,4,0.56,2,10.35,1,1,10
EID0426,59,Male,IT,Analyst,72512.56,3,0.6,5,2.49,1,7,5
EID0427,47,Female,IT,Senior Analyst,42641.46,5,0.17,5,19.24,0,7,26
EID0428,36,Female,Operations,Analyst,56683.36,3,0.38,3,5.8,1,1,5
EID0429,34,Male,Finance,Senior Analyst,92306.95,4,0.62,4,17.06,1,5,0
EID0430,36,Male,Marketing,Clerk,102930.32,3,0.97,3,7.75,0,4,13
EID0431,45,Male,Operations,Team Leader,59442.28,5,0.73,2,6.46,0,2,2
EID0432,43,Male,Operations,Clerk,36927.86,1,0.92,5,18.7,1,4,22
EID0433,54,Male,HR,Senior Analyst,76923.94,5,0.76,3,7.27,0,4,9
EID0434,43,Male,IT,Team Leader,58104.4,1,0.59,4,7.81,0,4,18
EID0435,40,Male,Finance,Manager,56346.47,2,0.19,2,2.12,0,2,18
EID0436,26,Other,Marketing,Manager,145183.54,5,0.67,1,13.41,1,2,2
EID0437,29,Female,Operations,Analyst,103956.06,5,0.62,3,5.78,1,3,11
EID0438,18,Male,Marketing,Senior Analyst,96825.41,4,0.6,2,11.71,0,6,0
EID0439,18,Other,HR,Senior Analyst,79893.01,3,0.49,1,11.83,1,1,0
EID0440,64,Other,Finance,Manager,81473.32,1,0.53,3,14.38,0,9,22
EID0441,51,Other,Operations,Clerk,94908.6,1,0.33,2,14.9,0,3,3
EID0442,49,Female,Marketing,Team Leader,113571.58,4,0.52,2,10.29,0,3,19
EID0443,42,Male,IT,Clerk,114257.53,4,0.2,3,6.62,0,0,18
EID0444,57,Other,HR,Clerk,50603.27,3,0.81,2,16.75,0,9,26
EID0445,62,Female,Finance,Manager,90013.53,3,0.19,5,6.2,1,7,33
EID0446,18,Female,HR,Manager,79434.97,5,0.08,3,10.15,1,0,0
EID0447,33,Female,IT,Manager,134463.24,2,0.44,2,8.03,1,7,3
EID0448,56,Other,Finance,Analyst,105770.27,3,0.66,1,17.1,1,6,37
EID0449,22,Male,HR,Clerk,93900.49,4,0.44,1,8.64,0,8,4
EID0450,39,Other,Sales,Senior Analyst,43847.36,3,0.28,5,7.72,0,7,6
EID0451,46,Other,IT,Team Leader,102676.55,1,0.56,3,13.8,1,4,17
EID0452,20,Male,IT,Analyst,44064.47,2,0.35,2,12.05,1,7,1
EID0453,29,Male,IT,Senior Analyst,70464.79,5,0.93,2,2.14,0,9,9
EID0454,43,Male,Sales,Clerk,47141.04,1,0.92,1,10.16,0,2,21
EID0455,33,Female,Sales,Manager,113048.84,1,0.5,5,14.71,0,9,2
EID0456,54,Male,Marketing,Clerk,54750.25,2,0.33,1,19.84,1,6,8
EID0457,39,Other,Operations,Team Leader,77023.12,5,0.74,1,12.58,0,3,19
EID0458,46,Male,HR,Analyst,137480.97,4,0.04,5,7.41,0,4,9
EID0459,31,Other,Marketing,Analyst,54517.97,5,0.47,3,4.52,1,8,12
EID0460,45,Female,HR,Team Leader,90936.61,3,0.34,2,17.46,1,6,17
EID0461,22,Other,Operations,Senior Analyst,80312.6,1,0.92,3,16.29,1,3,0
EID0462,64,Other,Sales,Senior Analyst,32174.88,3,0.01,4,4.68,0,5,21
EID0463,47,Male,Operations,Analyst,125130.97,4,0.55,4,4.01,0,9,12
EID0464,63,Male,Sales,Analyst,38285.51,3,0.74,4,14.3,1,6,11
EID0465,22,Other,Operations,Manager,86910.6,5,0.49,5,6.3,0,9,1
EID0466,29,Male,Marketing,Senior Analyst,97281.4,3,0.09,1,6.13,0,8,0
EID0467,33,Female,Finance,Team Leader,105411.17,4,0.97,3,3.05,0,3,15
EID0468,43,Female,Marketing,Senior Analyst,112635.8,4,0.52,2,5.28,1,9,7
EID0469,43,Male,HR,Manager,60392.69,4,0.61,4,8.55,1,2,20
EID0470,38,Female,Marketing,Analyst,31197.45,5,0.24,3,14.66,0,7,17
EID0471,56,Male,IT,Analyst,116813.24,4,0.48,4,6.73,0,0,1
EID0472,53,Other,HR,Manager,94278.79,1,0.43,4,6.57,0,8,8
EID0473,50,Other,Operations,Team Leader,130334.12,4,0.07,2,5.7,0,0,2
EID0474,47,Female,HR,Analyst,128566.6,3,0.11,5,9.57,1,1,21
EID0475,54,Male,Finance,Clerk,131199.14,3,0.84,1,3.61,1,7,25
EID0476,40,Male,Sales,Analyst,88211.36,3,0.24,5,9.71,0,8,20
EID0477,27,Female,Operations,Clerk,70035.41,5,0.19,3,14.08,0,6,3
EID0478,22,Other,HR,Manager,124986.98,3,0.5,5,0.6,1,2,1
EID0479,53,Female,Operations,Manager,84155.29,5,0.77,3,0.2,0,6,33
EID0480,51,Other,Operations,Analyst,52013.06,5,0.06,3,1.5,1,5,7
EID0481,48,Male,Operations,Senior Analyst,132596.88,4,0.58,1,10.71,0,1,9
EID0482,27,Other,Sales,Clerk,135907.19,1,0.12,2,17.09,1,2,6
EID0483,36,Female,Marketing,Team Leader,85957.17,4,0.04,1,0.1,0,9,10
EID0484,49,Male,Operations,Analyst,39083.97,4,0.05,5,18.73,0,9,17
EID0485,18,Female,IT,Team Leader,76539.13,5,0.83,3,2.13,1,4,0
EID0486,22,Female,Finance,Analyst,126424.52,5,0.12,4,16.84,1,9,0
EID0487,62,Other,Sales,Senior Analyst,138212.88,3,0.05,4,9.66,0,3,17
EID0488,21,Female,HR,Senior Analyst,54416.73,3,0.44,3,13.19,0,1,3
EID0489,33,Other,Sales,Senior Analyst,38036.83,4,0.84,1,10.21,1,3,5
EID0490,41,Male,HR,Senior Analyst,135282.05,2,0.26,2,9.54,1,7,22
EID0491,33,Other,Sales,Manager,76728.59,2,0.42,1,16.7,0,4,13
EID0492,19,Male,HR,Manager,95011.32,3,0.04,3,15.12,0,4,1
EID0493,45,Other,Operations,Clerk,146167.9,2,0.45,3,9.67,1,9,22
EID0494,49,Female,Marketing,Team Leader,37987.77,3,0.58,2,2.23,1,2,2
EID0495,44,Other,HR,Analyst,107798.16,5,0.57,5,2.31,1,7,6
EID0496,37,Other,HR,Analyst,38892.65,4,0.33,5,16.03,1,5,14
EID0497,41,Male,IT,Manager,75056.27,1,0.32,2,10.59,1,1,20
EID0498,29,Female,HR,Analyst,126457.75,4,0.11,5,9.63,0,1,7
EID0499,52,Other,IT,Manager,82016.67,3,0.37,4,13.61,0,8,27
EID0500,50,Female,Finance,Clerk,149661.88,3,0.1,5,17.18,1,6,15
EID0501,50,Other,Operations,Team Leader,97087.11,4,0.77,5,12.58,0,9,15
EID0502,60,Other,IT,Clerk,68539.46,3,0.97,5,15.26,0,8,39
EID0503,54,Female,Marketing,Senior Analyst,56413.36,2,0.97,4,15.31,1,5,5
EID0504,29,Other,Operations,Senior Analyst,72062.46,2,0.87,5,7.13,0,4,1
EID0505,20,Female,IT,Senior Analyst,74703.99,3,0.6,4,5.48,0,0,1
EID0506,18,Other,Operations,Clerk,38245.64,3,0.7,2,16.02,0,5,0
EID0507,50,Male,Operations,Analyst,74348.9,2,0.29,1,7.54,1,5,12
EID0508,57,Female,Operations,Team Leader,85708.62,3,0.63,2,18.07,1,2,8
EID0509,27,Other,Finance,Senior Analyst,116728.53,3,0.46,1,1.39,0,2,1
EID0510,60,Other,Marketing,Senior Analyst,108807.54,4,0.48,2,1.16,0,2,16
EID0511,61,Male,Sales,Senior Analyst,115051.88,1,0.76,1,18.54,0,2,26
EID0512,46,Female,Sales,Team Leader,31003.64,2,0.28,1,12.97,0,6,28
EID0513,30,Other,IT,Senior Analyst,56120.09,4,0.32,3,7.59,0,9,4
EID0514,29,Male,Operations,Team Leader,109402.11,1,0.92,1,15.1,0,1,10
EID0515,48,Other,IT,Senior Analyst,88078.72,3,0.06,1,13.45,1,9,21
EID0516,63,Female,Finance,Clerk,30637.62,3,0.49,3,10.62,0,9,23
EID0517,19,Other,Finance,Clerk,126539.36,4,0.91,5,1.98,0,1,0
EID0518,52,Other,HR,Team Leader,122737.15,3,0.61,5,16.24,1,2,33
EID0519,40,Other,Finance,Clerk,95810.3,5,0.55,3,17.32,0,9,15
EID0520,34,Other,HR,Team Leader,37975.6,4,0.25,4,3.44,0,6,11
EID0521,43,Male,Marketing,Clerk,121981.81,1,0.34,1,17.01,0,2,22
EID0522,25,Male,IT,Clerk,100045.63,4,0.85,1,17.56,0,6,6
EID0523,46,Female,Marketing,Team Leader,123835.2,2,0.56,3,10.99,1,8,0
EID0524,43,Male,Finance,Analyst,120209.64,4,0.51,3,13.12,0,9,24
EID0525,27,Male,Marketing,Clerk,126360.25,3,0.1,4,7.64,1,3,6
EID0526,43,Female,Marketing,Senior Analyst,92160.97,3,0.02,5,5.64,0,6,5
EID0527,51,Male,Marketing,Analyst,46838.94,5,0.96,2,14.44,0,8,31
EID0528,58,Male,Finance,Team Leader,110538.9,5,0.38,5,17.24,1,7,34
EID0529,24,Female,Operations,Analyst,104456.85,5,0.6,1,13.08,0,7,0
EID0530,21,Female,Marketing,Manager,119070.38,1,0.08,3,10.23,1,8,2
EID0531,62,Female,HR,Manager,50385.72,5,0.68,4,3.18,1,4,44
EID0532,28,Other,Finance,Clerk,53397.02,1,0.93,5,1.07,1,4,4
EID0533,46,Other,Marketing,Clerk,136849.14,5,0.58,4,8.91,0,2,24
EID0534,53,Female,Operations,Senior Analyst,119997.34,1,0.13,5,0.99,0,4,12
EID0535,42,Female,Finance,Analyst,138987.42,4,0.58,1,11.39,0,7,21
EID0536,38,Female,Sales,Manager,121045.84,4,0.77,2,7.65,0,4,4
EID0537,53,Other,Operations,Clerk,101658.64,3,0.41,4,15.14,1,3,31
EID0538,27,Other,HR,Analyst,108495.93,1,0.88,4,6.11,0,7,2
EID0539,54,Male,Marketing,Clerk,136695.35,2,0.65,2,11.86,0,6,20
EID0540,26,Male,Sales,Clerk,99456.81,3,0.9,4,10.75,1,5,7
EID0541,41,Female,Sales,Manager,105886.96,4,0.62,4,0.09,1,4,17
EID0542,52,Other,Finance,Manager,48777.21,1,0.13,5,1.45,0,4,20
EID0543,52,Other,Sales,Clerk,86870.55,5,0.31,5,5.81,1,9,9
EID0544,53,Other,HR,Team Leader,115967.65,2,0.2,2,17.64,1,1,23
EID0545,35,Female,HR,Clerk,62513.12,4,0.91,1,2.94,1,3,7
EID0546,56,Male,IT,Clerk,54270.5,3,0.76,4,14.22,1,7,20
EID0547,49,Female,HR,Senior Analyst,67659.22,1,0.68,1,19.47,1,7,24
EID0548,41,Male,Operations,Senior Analyst,58980.08,2,0.3,2,15.81,0,0,19
EID0549,40,Male,Sales,Senior Analyst,55789.52,1,0.18,2,4.86,0,1,22
EID0550,49,Female,HR,Team Leader,80982.1,5,0.76,5,18.17,0,4,21
EID0551,54,Male,Finance,Team Leader,138940.62,3,0.47,4,1.86,0,8,3
EID0552,29,Male,IT,Clerk,90847.16,1,0.23,3,9.36,0,9,1
EID0553,30,Other,Sales,Senior Analyst,52550.45,4,0.62,2,17.75,0,6,7
EID0554,40,Male,IT,Team Leader,39236.6,3,0.04,4,12.83,0,9,5
EID0555,42,Female,Sales,Manager,113538.74,4,0.33,1,8.27,1,4,2
EID0556,52,Female,Finance,Clerk,75935.85,1,0.47,5,5.86,0,0,22
EID0557,58,Male,IT,Analyst,128619.71,3,0.15,1,7.5,0,5,5
EID0558,47,Other,Marketing,Clerk,109141.29,4,0.98,2,10.18,0,7,15
EID0559,34,Other,Operations,Analyst,125548.97,5,0.21,2,6.38,1,6,1
EID0560,37,Male,Operations,Senior Analyst,62633.52,5,0.13,1,19.38,0,1,16
EID0561,42,Male,Sales,Analyst,113083.07,1,0.2,2,18.66,0,4,12
EID0562,39,Female,Marketing,Senior Analyst,61687.44,3,0.77,4,17.41,1,3,0
EID0563,30,Male,IT,Manager,142688.22,2,0.43,2,8.44,0,8,5
EID0564,36,Other,Marketing,Analyst,106364.91,3,0.57,5,13.83,0,9,4
EID0565,53,Male,Marketing,Clerk,68941.42,5,0.02,4,18.06,1,0,28
EID0566,29,Female,IT,Senior Analyst,62341.42,4,0.03,3,17.01,0,5,11
EID0567,58,Female,Finance,Clerk,52911.19,2,0.45,2,8.29,1,2,38
EID0568,36,Female,Marketing,Team Leader,113356.92,1,0.82,2,2.25,0,8,14
EID0569,29,Female,Marketing,Senior Analyst,56245.87,2,0.89,5,1.51,0,4,2
EID0570,26,Female,Finance,Analyst,101436.39,1,0.09,5,11.54,0,5,0
EID0571,24,Male,Marketing,Senior Analyst,61756.2,2,0.54,1,12.85,1,8,2
EID0572,45,Male,Marketing,Clerk,109436.27,1,0.91,1,17,1,8,15
EID0573,31,Male,Marketing,Manager,127792.77,1,0.39,1,5.85,1,7,7
EID0574,48,Male,Operations,Senior Analyst,123363.03,2,0.83,5,3.35,0,8,29
EID0575,36,Female,HR,Analyst,121302.16,2,0.13,1,7.58,0,3,11
EID0576,64,Other,Finance,Team Leader,52526.69,1,0.94,1,7.07,1,5,18
EID0577,33,Male,Marketing,Manager,40606.19,5,0.75,3,2.65,1,4,10
EID0578,22,Other,Operations,Team Leader,113873.86,2,0.94,1,13.45,0,4,3
EID0579,52,Male,Finance,Senior Analyst,74201.67,3,0.68,2,10.17,0,3,1
EID0580,29,Male,Sales,Clerk,81881.55,4,0.36,5,14.42,0,1,0
EID0581,42,Other,Sales,Clerk,33737.89,1,0.94,4,7.05,0,5,6
EID0582,38,Female,Marketing,Analyst,61149.17,1,0.28,3,6.51,1,8,12
EID0583,53,Male,Operations,Clerk,34041.17,4,0.33,5,9.45,0,0,31
EID0584,40,Male,Operations,Manager,135502.29,5,0.7,5,17.55,0,6,0
EID0585,33,Male,Finance,Clerk,59207.6,4,0.77,2,0.81,0,5,5
EID0586,56,Other,Finance,Analyst,96880.46,2,0.93,1,16.1,0,2,12
EID0587,62,Female,Operations,Senior Analyst,34677.52,4,0.2,2,7.38,0,0,10
EID0588,59,Other,Finance,Senior Analyst,110021.69,1,0.8,1,17.09,0,3,9
EID0589,56,Other,Operations,Clerk,68763.28,4,0.74,1,16.04,0,8,25
EID0590,31,Female,HR,Team Leader,137750.3,3,0.06,5,6.98,1,1,7
EID0591,48,Other,Operations,Senior Analyst,136574.18,2,0.39,1,13.88,1,2,22
EID0592,22,Female,Sales,Clerk,69034.87,4,0.28,3,3.19,1,1,3
EID0593,52,Male,Finance,Analyst,138115.31,1,0.3,3,17.93,0,1,16
EID0594,40,Female,Operations,Clerk,149538.92,2,0.98,3,8.09,1,9,16
EID0595,46,Male,Operations,Senior Analyst,129049.88,1,0.64,5,9.11,0,7,3
EID0596,60,Other,Finance,Analyst,131384.56,5,0.72,2,14.12,0,2,4
EID0597,28,Other,HR,Clerk,59881.05,3,0.98,4,16.42,0,6,6
EID0598,35,Male,HR,Manager,99204.29,5,0.38,1,4.73,0,7,13
EID0599,64,Other,Finance,Analyst,38070.71,3,0.8,4,13.23,1,2,9
EID0600,29,Female,IT,Manager,41390.15,4,0.43,2,7.84,0,1,11
EID0601,26,Male,Finance,Team Leader,149867.11,2,0.87,2,7.37,0,7,0
EID0602,27,Other,Finance,Analyst,69196.71,4,0.18,5,13.8,1,2,9
EID0603,61,Male,HR,Manager,119782.07,3,0.95,3,7.74,1,6,28
EID0604,34,Female,HR,Senior Analyst,126799.81,3,0.22,3,6.92,1,0,7
EID0605,55,Female,Finance,Senior Analyst,132962.79,3,0.33,2,16.72,0,5,9
EID0606,24,Other,Finance,Team Leader,149715.4,1,0.76,5,2.03,1,8,1
EID0607,63,Female,Finance,Analyst,58979.58,2,0.39,5,13.52,0,2,41
EID0608,30,Male,HR,Analyst,34842.1,4,0.61,1,4.97,0,6,4
EID0609,57,Female,Finance,Analyst,79342.98,4,0.44,3,0.31,1,5,9
EID0610,59,Male,Finance,Team Leader,45609.68,5,0.74,2,3.34,1,7,20
EID0611,26,Male,Marketing,Analyst,32691.11,3,0.23,4,12.13,1,2,7
EID0612,44,Female,IT,Senior Analyst,73251.22,3,0.06,3,14.18,0,2,5
EID0613,19,Other,Sales,Manager,124048.59,3,0.3,1,0.42,0,3,0
EID0614,22,Female,IT,Senior Analyst,97941.68,4,0.47,5,0.73,0,2,0
EID0615,46,Male,Marketing,Senior Analyst,67533.36,5,0.17,2,18.05,0,8,4
EID0616,54,Male,Sales,Manager,108521.04,1,0.35,3,1.47,0,3,1
EID0617,55,Female,Finance,Senior Analyst,57842.18,2,0.4,4,17.88,0,5,1
EID0618,36,Other,Marketing,Team Leader,31725.77,1,0.06,1,4.56,1,7,6
EID0619,25,Other,Finance,Manager,121722.41,4,0.58,1,14.8,0,7,0
EID0620,62,Male,HR,Senior Analyst,104849.17,3,0.88,3,6.19,1,4,41
EID0621,18,Male,Operations,Clerk,121476.31,2,0.15,4,17.18,1,4,0
EID0622,39,Other,Marketing,Senior Analyst,34672.56,4,0.6,1,14.01,1,5,11
EID0623,34,Female,HR,Team Leader,130454.36,4,0.66,2,8.04,1,9,1
EID0624,24,Male,Marketing,Analyst,104343.14,4,0.42,1,1.53,1,6,1
EID0625,42,Male,Marketing,Senior Analyst,97607.44,2,0.7,4,14.65,0,9,19
EID0626,62,Other,HR,Analyst,104953.69,2,0.41,5,12.34,0,6,32
EID0627,21,Female,Sales,Clerk,133731.99,5,0.5,5,0.06,0,3,3
EID0628,53,Other,IT,Senior Analyst,100432.38,5,0.01,3,0.19,0,5,10
EID0629,23,Female,Finance,Manager,99714.05,1,0.69,4,16.18,1,6,4
EID0630,48,Female,Marketing,Analyst,148881.5,2,0.66,1,5.19,1,4,9
EID0631,36,Female,Finance,Clerk,120807.62,2,0.04,1,12.72,1,4,14
EID0632,61,Male,Operations,Manager,83075.26,2,0.37,5,9.08,0,1,4
EID0633,56,Other,HR,Manager,114887.64,5,0.98,5,17.27,0,6,24
EID0634,44,Other,Finance,Manager,76707.66,4,0.42,2,18.34,0,5,16
EID0635,27,Female,HR,Manager,57465.06,3,0.5,5,19.94,0,0,4
EID0636,43,Male,Finance,Senior Analyst,101622.23,5,0.91,2,3.07,1,3,1
EID0637,36,Male,IT,Senior Analyst,141381.85,2,0.72,1,17.26,1,2,8
EID0638,56,Other,IT,Senior Analyst,141496.74,5,0.58,2,5.32,0,2,5
EID0639,20,Male,IT,Clerk,71028.63,1,0.8,2,11.82,0,6,1
EID0640,62,Male,IT,Clerk,93321.3,2,0.86,3,10.12,1,9,13
EID0641,30,Female,IT,Clerk,55396.31,1,0.46,5,0.36,1,3,2
EID0642,45,Male,IT,Team Leader,149475.73,2,0.48,2,18.66,1,7,13
EID0643,37,Female,HR,Clerk,147734.15,5,0.39,1,1.57,1,8,7
EID0644,45,Other,Marketing,Senior Analyst,107941.07,4,0.97,4,13.76,0,2,16
EID0645,25,Male,Finance,Senior Analyst,126529.69,3,0.7,2,15.7,1,4,3
EID0646,58,Other,IT,Team Leader,115812.02,1,0.08,5,15.91,1,3,34
EID0647,56,Other,HR,Team Leader,101178.99,5,0.86,3,2.71,1,9,28
EID0648,18,Male,HR,Clerk,36401.76,4,0.48,1,8.95,1,5,0
EID0649,20,Male,HR,Analyst,84571.72,5,0.07,3,16.59,0,9,1
EID0650,30,Other,Marketing,Team Leader,110974.36,1,0.55,4,6.05,0,3,0
EID0651,45,Male,Finance,Manager,111303.79,3,0.42,2,9.35,0,7,26
EID0652,42,Female,Marketing,Senior Analyst,74774.71,5,0.88,2,5.46,0,2,10
EID0653,50,Female,Sales,Manager,143003.04,2,0.2,5,9.27,0,4,7
